id_usuario,dia_ganancias,ganancias_MXN,ganancias_USD,ganancias_CAD,ganancias_EUR
72,2025-02-25,630,-803,551,-641
37,2025-03-06,-135,-842,822,790
56,2025-03-25,367,-874,-489,38
85,2025-02-04,-245,-82,665,-337
32,2025-02-16,-160,-507,-572,-556
21,2025-01-25,469,875,132,699
80,2025-03-11,909,407,839,-899
87,2025-02-11,-673,-67,-114,-17
78,2025-01-16,-957,-627,-249,-537
65,2025-03-23,-373,514,741,-26
4,2025-01-23,0,-771,700,920
78,2025-03-01,-997,28,-515,218
51,2025-03-18,875,459,-837,-842
69,2025-03-28,-275,993,-435,314
17,2025-03-03,275,-429,746,-727
49,2025-01-08,689,-714,850,-821
84,2025-03-03,-415,-490,-865,859
6,2025-03-28,223,-277,874,224
20,2025-03-17,-712,275,-302,171
83,2025-01-28,-948,-745,141,-646
14,2025-02-13,-91,-110,-720,164
94,2025-03-19,-495,-508,348,155
62,2025-03-18,183,951,731,-14
51,2025-01-28,126,-820,552,-172
42,2025-02-03,-544,219,-667,-975
14,2025-03-10,-868,-283,-749,182
25,2025-02-17,-339,-611,75,-588
50,2025-03-09,232,420,-809,245
92,2025-03-10,-220,-615,-520,-127
77,2025-01-30,786,131,-861,-988
39,2025-03-16,0,-158,-622,-223
51,2025-03-09,-368,21,78,-461
12,2025-02-09,-648,979,129,-500
30,2025-03-24,-86,-765,-407,220
50,2025-03-28,-879,-998,-581,538
89,2025-02-27,-990,-575,-942,613
20,2025-03-09,944,-605,-822,376
67,2025-02-15,-21,654,-946,11
59,2025-02-13,291,-364,-186,-17
30,2025-03-14,-565,361,-350,-752
75,2025-03-15,655,643,523,-18
97,2025-01-02,811,-791,-314,394
38,2025-03-20,-140,213,-513,922
88,2025-02-06,421,855,-791,276
88,2025-02-14,-807,-115,-275,631
18,2025-03-13,592,-694,-955,517
27,2025-02-24,-729,-88,-507,-387
90,2025-03-10,688,-681,-803,-477
98,2025-01-07,28,-504,875,-785
75,2025-03-11,-120,529,-282,-157
40,2025-01-23,75,788,-396,415
59,2025-01-14,814,750,-487,-531
13,2025-02-08,-6,-634,610,328
5,2025-03-13,677,-83,-510,826
51,2025-03-16,660,10,-724,616
86,2025-01-12,-293,51,-170,843
63,2025-01-07,818,-791,-506,189
11,2025-03-23,541,690,-242,341
96,2025-03-16,185,-991,-170,-423
99,2025-02-26,589,-222,-713,-514
50,2025-02-05,-257,119,682,-377
55,2025-03-14,337,282,39,73
88,2025-01-03,767,168,5,844
55,2025-03-24,221,-601,923,971
10,2025-01-02,131,119,737,-877
99,2025-03-07,-793,209,-83,-701
85,2025-02-16,807,-223,-131,482
23,2025-03-29,623,-73,208,-758
69,2025-02-01,236,-546,763,-839
42,2025-02-03,147,171,-210,-996
96,2025-03-08,-265,55,530,536
48,2025-02-19,882,-817,-470,968
1,2025-03-08,391,382,33,821
93,2025-02-11,-614,355,84,497
65,2025-02-01,57,626,-180,61
56,2025-01-13,-219,-261,34,608
8,2025-03-29,685,-704,577,37
15,2025-03-19,155,519,-321,-884
34,2025-02-28,896,-811,437,269
64,2025-02-01,823,-461,131,671
9,2025-02-17,-484,-522,340,-935
78,2025-01-16,-612,-937,838,-655
97,2025-02-20,-120,864,858,-150
35,2025-02-11,449,-199,603,-578
49,2025-02-16,807,-169,799,495
87,2025-01-07,-268,-972,763,625
73,2025-04-01,-812,814,-469,-708
77,2025-02-09,-369,-600,-498,131
38,2025-03-18,-244,-515,-248,310
67,2025-03-28,-99,-447,32,-907
13,2025-02-11,-586,853,819,860
37,2025-03-19,342,682,868,888
94,2025-03-18,-807,158,985,-451
79,2025-02-16,130,-173,312,193
59,2025-01-13,-477,-937,746,-955
89,2025-02-21,523,-154,-328,-490
45,2025-02-21,-807,-999,131,965
59,2025-03-13,675,836,301,-705
35,2025-03-24,224,-981,-304,-664
25,2025-01-04,-382,-904,599,977
40,2025-01-31,43,-703,-778,553
10,2025-01-02,86,-462,-142,-47
98,2025-02-12,-101,-798,523,601
58,2025-03-02,934,276,795,551
28,2025-02-16,848,-913,-715,-760
40,2025-03-04,80,-531,796,578
45,2025-01-28,-18,740,-266,425
32,2025-03-17,-539,-256,941,-333
63,2025-03-13,-532,-430,45,438
90,2025-03-07,684,-435,-864,132
10,2025-03-24,783,471,62,459
4,2025-03-11,876,115,200,-757
18,2025-02-13,-634,-738,665,-621
79,2025-02-19,-905,-973,-920,-358
16,2025-01-25,-771,128,477,-893
11,2025-01-08,170,-26,480,-81
13,2025-01-08,361,-574,-963,-760
86,2025-02-03,-79,-921,262,-422
35,2025-02-06,-550,-372,655,214
78,2025-03-20,-48,-864,900,-125
20,2025-02-04,164,-449,27,-567
99,2025-01-25,856,-937,594,-569
30,2025-03-02,-195,559,232,478
85,2025-01-11,611,-200,-183,95
5,2025-02-15,354,890,-636,496
70,2025-01-30,111,-389,502,-887
11,2025-02-08,426,364,-206,308
84,2025-01-31,353,-591,583,-845
42,2025-03-28,-128,-867,460,-711
59,2025-02-24,-676,-353,-110,616
80,2025-01-21,80,984,-583,958
24,2025-01-07,-718,-454,167,-377
30,2025-01-03,-465,210,740,-600
9,2025-02-21,293,-823,305,590
95,2025-01-23,-975,-157,478,449
82,2025-02-10,-643,-525,-858,453
90,2025-01-17,-201,17,-457,328
15,2025-03-22,943,793,304,900
94,2025-03-02,714,-712,-818,35
3,2025-03-28,-545,417,-320,839
45,2025-01-30,177,-212,896,-121
34,2025-01-01,592,-526,571,-121
49,2025-02-03,-502,841,-595,-376
18,2025-02-12,456,-714,147,445
27,2025-03-13,-465,-621,-348,218
86,2025-01-07,587,-656,-931,-618
56,2025-03-24,961,297,791,-10
23,2025-01-04,-537,-713,981,-488
39,2025-02-05,-191,90,-890,594
43,2025-02-03,-89,397,82,-319
45,2025-02-14,596,959,199,-133
8,2025-02-12,-897,692,922,859
43,2025-03-16,812,751,-573,133
68,2025-03-10,-565,-218,-365,-136
9,2025-03-29,-812,918,-762,-360
29,2025-03-03,543,480,69,-955
70,2025-03-26,784,-729,256,243
53,2025-03-05,-20,33,21,-104
25,2025-02-23,-994,97,591,-714
7,2025-03-13,-358,-144,-439,-74
16,2025-02-05,73,-386,911,-445
69,2025-02-23,211,-169,72,-437
34,2025-02-05,277,-337,-991,901
80,2025-01-09,-464,169,-927,-685
32,2025-01-13,-476,-439,-737,-535
59,2025-01-25,168,-647,-613,-13
33,2025-02-05,-782,951,-571,-43
71,2025-02-21,-543,269,-193,253
17,2025-03-12,393,-284,-525,-497
25,2025-03-05,-11,-549,628,-360
9,2025-01-28,-749,-141,-861,53
89,2025-01-08,-944,932,-786,840
44,2025-03-29,-822,-6,-774,808
37,2025-02-08,-56,-103,751,261
41,2025-01-18,904,-11,658,650
33,2025-02-16,852,-566,-501,-562
62,2025-03-17,668,-566,-384,738
41,2025-02-28,-166,-9,-990,88
46,2025-01-14,-177,-730,892,282
31,2025-02-01,-233,-902,-564,582
20,2025-03-28,-256,-598,795,-145
61,2025-01-14,-245,-419,261,-287
11,2025-01-30,649,-365,574,-957
74,2025-01-14,-45,-469,-650,-178
49,2025-01-09,172,-113,-150,-678
83,2025-03-15,-26,893,-908,-991
64,2025-03-08,-98,651,288,-621
79,2025-01-01,708,559,-660,865
40,2025-02-12,-588,-148,531,-68
22,2025-03-04,396,-210,129,270
10,2025-02-05,-939,707,-384,-538
21,2025-03-02,-132,-317,74,-683
29,2025-02-28,267,-787,613,470
1,2025-03-01,860,400,-702,-293
43,2025-01-27,-310,-499,63,354
80,2025-01-07,-326,-477,-228,-542
24,2025-02-17,-35,-857,-874,676
54,2025-02-18,-792,-349,988,-760
31,2025-02-11,81,230,-529,-517
42,2025-03-12,941,-62,-670,-873
93,2025-02-26,-437,-564,117,263
97,2025-02-14,-356,-709,185,130
92,2025-01-16,208,-237,-834,692
13,2025-01-04,302,394,272,-194
56,2025-02-26,-665,517,979,-798
7,2025-02-27,-518,119,340,899
16,2025-03-28,-284,-889,264,656
13,2025-02-14,-913,-566,-754,-880
74,2025-03-19,766,-324,292,844
26,2025-02-05,334,-483,-923,525
66,2025-01-22,180,622,184,-785
88,2025-01-25,228,959,-794,11
15,2025-03-13,872,-308,875,178
9,2025-03-26,56,364,-938,574
49,2025-01-08,92,216,702,738
57,2025-03-23,528,-257,90,-535
45,2025-01-06,258,-434,536,447
73,2025-02-25,-702,-130,682,757
95,2025-03-13,690,925,-364,-972
17,2025-02-28,-94,589,61,-66
14,2025-02-08,771,832,949,228
13,2025-02-13,-246,-641,230,777
49,2025-02-04,512,544,230,-56
6,2025-02-21,634,-876,-750,1
68,2025-03-11,-648,-707,348,973
83,2025-03-12,-712,496,-912,-197
76,2025-02-14,16,993,843,139
40,2025-02-23,625,-283,-485,142
31,2025-03-10,705,-557,415,-606
63,2025-01-05,693,825,661,-587
99,2025-02-13,797,539,27,534
64,2025-02-26,634,-808,-900,41
43,2025-02-12,-182,-405,22,496
52,2025-01-06,33,627,-522,-797
73,2025-03-11,-194,916,-885,-952
29,2025-02-14,-673,-444,-270,-262
16,2025-01-13,297,977,-511,-664
2,2025-01-31,236,66,747,502
87,2025-02-17,32,-657,7,679
14,2025-02-03,-885,719,-670,121
80,2025-01-10,98,-748,295,-103
63,2025-01-21,787,116,553,161
18,2025-01-27,-971,-415,354,353
49,2025-03-11,-862,-466,668,-178
90,2025-01-05,-399,526,812,616
17,2025-03-02,-826,806,851,-231
41,2025-02-04,444,-129,-410,-317
36,2025-01-02,-573,-860,729,405
65,2025-02-15,929,-355,969,551
92,2025-03-13,-838,-714,-38,-845
94,2025-03-28,402,-29,254,-782
44,2025-01-09,377,45,-136,-110
82,2025-02-01,-634,566,643,841
38,2025-01-19,42,489,-433,805
90,2025-03-28,437,-799,-453,-880
44,2025-01-20,235,283,76,546
88,2025-04-02,142,-823,252,-450
51,2025-02-04,954,-394,281,-16
22,2025-01-19,24,649,733,-447
82,2025-04-01,-751,614,27,-112
3,2025-01-08,117,159,-280,-15
93,2025-02-17,-700,-815,308,-662
79,2025-01-02,432,-863,-576,180
14,2025-03-24,455,852,-264,56
69,2025-01-16,903,-509,-879,-282
27,2025-01-28,970,-537,-720,-226
2,2025-02-10,496,-584,807,-43
93,2025-04-02,83,-598,-133,-653
52,2025-01-25,944,732,-613,602
70,2025-02-16,529,762,-225,282
87,2025-03-30,127,-252,-387,-175
74,2025-01-24,394,205,54,94
74,2025-02-18,-260,116,-944,940
27,2025-01-05,978,-955,-981,-297
79,2025-04-02,-324,-273,514,-793
66,2025-02-10,-632,386,-816,119
85,2025-02-27,747,59,-376,620
62,2025-03-18,-748,76,-624,274
77,2025-02-11,510,-765,-559,-556
87,2025-01-04,69,791,-829,-62
60,2025-01-12,763,-198,462,-168
31,2025-01-08,936,-228,-439,796
65,2025-03-30,-148,555,-800,-403
74,2025-02-11,-469,871,155,-733
81,2025-01-30,-751,378,-695,682
77,2025-03-13,-243,565,389,629
46,2025-02-18,14,-785,452,747
20,2025-03-13,-432,579,-851,-546
71,2025-03-01,693,553,-479,949
8,2025-02-28,-83,778,82,901
40,2025-02-24,922,247,-213,263
64,2025-02-04,224,59,278,-215
70,2025-03-21,-48,-475,-785,643
61,2025-02-25,376,-290,663,-924
89,2025-02-09,-182,-637,-831,-383
94,2025-01-01,-289,408,937,-475
73,2025-03-12,-10,-5,-417,886
73,2025-02-10,-363,-579,-922,199
34,2025-02-26,269,514,-980,-547
72,2025-01-21,929,-343,973,80
74,2025-03-02,-525,-196,479,197
27,2025-03-27,619,-630,882,88
76,2025-01-06,166,-443,-493,663
31,2025-03-26,-283,-4,658,855
38,2025-01-11,-306,21,-669,-985
42,2025-03-27,308,720,446,287
70,2025-02-15,-612,-873,-739,-873
89,2025-02-16,-406,-298,22,275
41,2025-03-08,-823,572,986,-177
49,2025-03-21,-872,-843,156,215
62,2025-01-08,646,-925,63,-163
72,2025-01-23,104,-909,283,713
9,2025-01-01,-309,-820,-385,-91
55,2025-01-21,-509,191,-813,-56
95,2025-03-29,-608,-163,-34,224
29,2025-01-26,593,25,566,-777
84,2025-01-05,196,-331,22,351
1,2025-01-06,656,916,-322,-890
10,2025-01-19,-202,552,816,-388
78,2025-02-19,-522,670,134,-723
38,2025-01-18,-966,-209,696,-983
78,2025-03-12,-142,-941,-71,519
94,2025-01-07,48,229,574,-211
65,2025-01-13,689,57,616,761
99,2025-02-02,971,426,356,373
81,2025-01-21,138,-32,244,672
78,2025-02-27,591,985,637,-20
74,2025-03-07,104,943,-451,-273
32,2025-03-23,-219,201,-105,-465
97,2025-01-28,-587,-890,160,170
14,2025-02-14,-961,244,795,-44
43,2025-03-11,701,101,982,838
49,2025-03-16,-73,67,151,-611
41,2025-03-10,455,-448,-490,-194
72,2025-01-18,-808,-96,-784,-679
89,2025-03-10,-872,-364,415,846
34,2025-01-24,-248,458,-3,-863
85,2025-03-15,-122,-4,457,820
26,2025-03-11,-211,729,-188,-238
35,2025-02-06,-79,732,-279,389
75,2025-03-14,-572,285,-325,-944
76,2025-02-18,-656,753,-419,-538
9,2025-03-30,945,-6,296,-622
97,2025-03-10,-900,42,83,-873
21,2025-02-05,147,-219,913,-837
70,2025-02-18,125,-332,818,668
75,2025-03-07,766,84,856,-556
75,2025-02-03,-40,-476,-911,125
49,2025-02-27,877,472,303,527
71,2025-02-27,-919,879,-751,-799
7,2025-01-20,-101,-235,848,-171
30,2025-02-01,741,529,-608,-207
11,2025-03-21,-343,-920,-699,-721
47,2025-01-07,690,-257,-242,-938
47,2025-03-07,-429,-489,-615,-221
43,2025-02-14,-235,-648,-672,433
91,2025-03-19,-205,785,754,-217
30,2025-02-04,-18,-620,230,667
63,2025-02-21,-110,156,-413,-125
28,2025-03-11,-478,826,484,-519
5,2025-03-24,184,-568,-239,65
42,2025-02-17,712,971,-867,391
65,2025-01-23,-808,-987,793,-243
50,2025-02-13,351,848,-251,-156
16,2025-02-22,257,-435,-259,-803
28,2025-01-08,-510,-432,-595,-865
23,2025-02-27,-527,-796,-47,653
73,2025-03-14,449,-472,-541,-991
48,2025-02-23,385,-742,783,-591
23,2025-02-11,-559,-67,-838,-760
38,2025-01-09,347,-309,-173,-735
18,2025-03-19,-25,-722,-630,-797
83,2025-03-16,296,124,-499,-264
27,2025-01-11,754,454,82,-455
4,2025-02-12,774,-559,-640,780
40,2025-03-28,-529,-536,63,-329
1,2025-03-01,911,-940,559,-212
27,2025-03-23,-108,-649,-15,939
18,2025-02-25,-477,208,98,-946
80,2025-02-19,-987,-996,24,491
7,2025-01-11,964,334,594,985
12,2025-03-19,282,-411,-12,72
18,2025-02-21,130,654,-800,221
37,2025-01-20,962,885,0,634
98,2025-02-18,-835,-729,-615,332
91,2025-01-15,-496,717,227,49
98,2025-03-20,-654,334,602,-773
30,2025-02-15,227,-810,937,965
36,2025-03-06,682,-324,-150,-642
94,2025-03-23,515,-397,-650,827
13,2025-02-25,-433,-734,341,-48
56,2025-02-09,-159,442,722,107
86,2025-01-04,2,307,-496,381
99,2025-02-23,-305,-897,-194,-361
53,2025-02-23,-266,546,771,320
45,2025-02-09,616,-895,685,-285
38,2025-01-01,-2,-630,186,88
19,2025-03-03,227,674,-138,518
64,2025-03-30,679,356,913,82
39,2025-01-06,-631,-278,-323,-434
52,2025-01-17,157,-985,-158,-970
9,2025-03-12,-829,159,-615,-573
91,2025-01-29,-746,-47,178,863
63,2025-03-06,-36,462,631,700
1,2025-02-03,-296,823,347,-555
16,2025-03-01,751,-864,-813,-746
24,2025-03-06,-845,-876,134,-575
79,2025-02-21,712,-601,-404,-379
14,2025-01-19,866,-225,-423,352
32,2025-01-09,-536,-113,-325,-283
25,2025-02-13,346,878,948,-16
94,2025-02-16,-410,-365,176,-671
18,2025-03-03,-460,959,-365,46
70,2025-02-18,730,-662,-366,-889
93,2025-03-03,-254,697,-802,-604
10,2025-02-18,319,-689,-420,-270
21,2025-01-26,311,922,-977,-163
24,2025-02-21,-60,-450,-976,871
7,2025-02-16,280,379,-527,384
19,2025-01-21,805,748,689,891
71,2025-03-21,-174,822,-766,258
68,2025-02-17,-567,649,-716,-438
44,2025-03-24,-739,133,-70,-864
87,2025-02-07,394,869,621,-140
84,2025-03-23,334,-449,58,896
31,2025-01-28,863,-976,-81,-617
93,2025-03-15,897,663,526,-722
72,2025-01-25,-323,-113,156,-390
54,2025-01-18,504,-985,844,125
89,2025-02-26,463,690,-344,-616
26,2025-03-01,763,538,441,-144
91,2025-02-01,-183,-651,-984,-426
21,2025-03-11,-252,-242,-358,691
3,2025-01-05,286,457,-110,-477
72,2025-03-22,-61,673,-393,-495
38,2025-02-28,277,142,-630,847
44,2025-02-19,560,-817,-776,-670
13,2025-03-21,340,-552,-517,-158
86,2025-03-16,872,-883,163,206
22,2025-03-25,118,437,-222,833
3,2025-02-02,477,600,-784,741
79,2025-02-14,-696,129,754,-32
73,2025-03-03,-841,421,819,-694
92,2025-03-24,-721,-523,-845,-126
59,2025-02-28,61,524,526,-881
35,2025-01-12,781,-467,-744,-547
42,2025-03-04,146,80,-834,682
61,2025-01-25,652,212,-992,-921
89,2025-01-09,384,212,-629,-905
34,2025-01-06,393,384,769,-495
89,2025-01-20,553,-484,-277,292
71,2025-02-09,844,-496,830,298
92,2025-03-23,659,721,-355,440
21,2025-01-03,-562,-463,-323,310
28,2025-03-28,-703,187,-891,-809
76,2025-02-09,-655,401,-243,-972
41,2025-01-18,294,-745,-622,77
56,2025-01-14,-162,-519,349,-681
70,2025-02-03,418,451,-894,-53
18,2025-02-22,-910,-828,979,-99
43,2025-03-26,-866,888,-822,993
18,2025-01-24,381,-387,-241,799
68,2025-03-03,291,-846,996,27
44,2025-01-04,-813,187,375,163
27,2025-01-17,-329,-413,-88,-72
9,2025-02-13,-92,-987,363,-19
11,2025-03-10,702,378,152,-183
43,2025-01-16,-677,-740,-783,-667
58,2025-02-15,-604,78,82,-112
43,2025-03-15,-227,626,358,-610
59,2025-01-28,-587,-471,-938,330
64,2025-02-05,452,-935,70,-996
65,2025-03-05,-338,581,219,948
10,2025-03-06,358,48,-677,-647
51,2025-03-16,213,-57,-992,197
74,2025-01-14,-993,-255,769,-212
13,2025-02-05,340,-226,-982,474
17,2025-01-12,547,-854,784,845
22,2025-03-15,455,-162,613,-961
9,2025-03-27,355,726,-479,-156
40,2025-02-10,-722,-437,-731,473
90,2025-02-28,682,-21,508,981
18,2025-01-16,405,-348,-940,159
59,2025-01-04,-903,802,614,563
90,2025-01-31,-161,808,-982,-507
12,2025-02-21,-407,409,-53,-454
26,2025-01-12,-882,-424,-477,-478
21,2025-03-30,747,584,216,-749
90,2025-01-04,479,-680,-830,860
45,2025-03-01,-398,919,527,926
24,2025-03-09,-779,846,878,712
29,2025-02-02,192,-581,262,554
94,2025-01-01,-147,668,-588,-849
74,2025-03-23,-835,622,900,454
28,2025-03-12,773,11,254,258
52,2025-02-13,-838,-766,-26,-787
38,2025-02-20,705,-97,354,-318
67,2025-01-01,-971,-604,-674,899
5,2025-03-16,-5,381,933,235
1,2025-03-21,375,-25,-771,443
79,2025-03-05,-286,348,-645,489
2,2025-02-20,354,-995,310,984
12,2025-03-22,-183,-602,-441,-974
4,2025-02-16,628,31,-720,-804
55,2025-02-09,-384,907,450,-411
88,2025-03-05,-11,196,93,-977
35,2025-03-05,-757,-285,388,439
30,2025-02-15,922,279,-870,295
48,2025-02-07,-26,-841,250,252
47,2025-02-06,25,-85,-861,-869
7,2025-03-04,769,-473,-543,47
38,2025-02-15,-355,-884,-535,888
27,2025-03-02,-135,803,-170,-637
44,2025-03-20,-304,-205,-802,-403
72,2025-03-26,736,990,-833,80
73,2025-02-20,223,-987,-878,-702
16,2025-01-02,476,-767,659,838
20,2025-02-28,-727,466,-936,281
44,2025-03-27,-499,-418,-714,149
40,2025-03-17,-941,-994,-126,573
88,2025-01-07,-993,683,20,-550
25,2025-01-02,-98,498,-933,-196
40,2025-03-25,970,476,-485,-614
87,2025-01-02,-209,957,-494,-642
30,2025-02-07,-129,138,155,-440
62,2025-02-17,544,-579,942,-661
77,2025-01-25,-395,-776,-57,156
86,2025-03-24,-755,125,488,790
99,2025-03-21,305,-927,21,-603
51,2025-03-27,-278,589,374,-835
37,2025-02-14,-697,-815,-42,220
78,2025-02-24,779,511,-243,-944
44,2025-03-30,857,-222,32,279
10,2025-02-20,806,704,944,626
47,2025-03-21,710,-667,905,-453
27,2025-02-08,-798,232,603,-996
71,2025-03-26,-297,735,977,449
98,2025-02-17,-681,-723,-882,-955
38,2025-03-01,577,-981,-653,145
60,2025-03-19,-28,-475,519,771
17,2025-02-12,727,780,214,621
60,2025-01-26,-698,543,138,56
88,2025-02-25,613,901,537,828
81,2025-01-08,3,288,403,914
25,2025-03-29,535,-702,-209,-622
1,2025-01-19,634,151,-896,-726
83,2025-03-10,-826,-440,-30,36
71,2025-03-30,747,-400,28,8
21,2025-03-09,-832,504,-970,306
21,2025-03-20,-678,-420,882,-61
93,2025-03-10,524,-349,-314,33
84,2025-01-23,395,-372,243,-569
52,2025-01-31,73,-9,-759,707
54,2025-01-30,-494,15,907,453
5,2025-03-31,513,-529,840,178
37,2025-02-21,-588,-884,-757,-315
70,2025-02-03,-710,597,-888,-143
2,2025-02-25,51,-50,566,63
27,2025-01-13,-210,-560,176,-314
34,2025-03-12,790,383,-217,-453
46,2025-03-09,869,-806,-145,-398
40,2025-01-04,-644,-70,-171,400
9,2025-03-05,-474,516,-48,-490
25,2025-03-25,-374,636,-394,630
64,2025-04-01,-901,-60,-407,79
73,2025-01-24,-765,-92,347,-13
60,2025-01-11,591,342,-772,509
3,2025-02-08,463,-233,-470,-84
11,2025-02-18,537,515,-330,526
76,2025-03-23,-791,394,922,101
14,2025-01-04,-232,540,-835,545
86,2025-02-04,-915,602,968,775
41,2025-01-02,-819,154,-945,-119
14,2025-02-01,782,220,-874,258
35,2025-02-05,-583,-191,298,534
85,2025-02-15,-495,-701,-596,-87
39,2025-02-12,250,-50,847,-77
94,2025-01-13,767,-351,924,-242
74,2025-01-05,72,7,-584,-675
27,2025-02-18,-919,-196,108,767
42,2025-03-27,-584,-693,-379,-976
12,2025-01-29,552,157,124,846
53,2025-02-10,146,325,-881,747
1,2025-03-12,654,-511,597,124
81,2025-01-09,-679,291,538,497
90,2025-01-06,488,-771,-126,758
73,2025-02-12,-513,-889,30,-946
80,2025-02-20,3,130,-555,877
43,2025-02-15,9,824,-410,-119
75,2025-03-13,-608,-870,-201,-992
60,2025-03-20,-573,-544,-685,113
36,2025-01-10,-802,357,-857,-170
21,2025-01-29,-530,-852,-433,-242
25,2025-01-24,590,951,158,500
62,2025-02-09,903,620,531,127
45,2025-02-12,792,-978,-412,548
53,2025-04-01,-966,-969,-628,810
70,2025-03-03,-502,92,874,625
56,2025-01-20,-3,-110,223,369
49,2025-01-09,-830,999,-721,-911
99,2025-01-18,636,945,787,322
83,2025-01-13,-493,-658,-735,843
41,2025-03-12,32,-716,-49,-259
11,2025-03-26,561,673,-669,182
68,2025-01-04,423,-617,348,217
90,2025-02-14,721,-138,474,-494
46,2025-03-23,44,-241,-165,192
66,2025-03-09,230,293,319,-74
23,2025-03-16,-229,-486,622,-682
7,2025-01-18,-620,470,-78,-60
84,2025-03-04,-600,726,-216,143
51,2025-03-23,-866,-916,-777,-445
12,2025-02-19,677,-749,784,-302
51,2025-03-13,113,-310,882,49
3,2025-01-03,-266,825,635,-265
64,2025-03-10,-82,-792,-503,367
36,2025-03-16,26,-853,-484,-128
24,2025-03-21,410,-804,-687,-743
20,2025-02-02,992,483,-117,-447
72,2025-02-23,867,-782,918,642
62,2025-03-19,229,582,-466,87
21,2025-03-29,-849,380,-143,872
47,2025-01-28,-98,580,913,-163
92,2025-02-19,-264,-860,571,-832
26,2025-03-07,-671,475,-963,-48
46,2025-01-02,-943,781,829,165
23,2025-01-08,-719,127,-438,333
46,2025-01-06,848,264,136,-747
75,2025-03-16,612,545,-547,-835
67,2025-03-08,-237,-313,817,-583
15,2025-01-05,-637,747,840,240
72,2025-03-14,-595,113,-75,-174
46,2025-01-06,548,-543,-953,-246
74,2025-01-29,108,-566,335,-38
87,2025-03-29,-926,-908,-649,126
12,2025-02-24,-211,275,-136,336
92,2025-01-14,850,-59,-278,690
24,2025-03-20,-581,402,-437,285
93,2025-03-16,210,826,-753,-697
80,2025-01-06,586,502,333,258
8,2025-02-17,978,-735,-409,895
54,2025-01-12,38,-427,860,-114
86,2025-01-13,826,901,-693,-739
8,2025-01-08,184,752,-324,-126
31,2025-02-14,-836,-709,804,363
74,2025-03-08,788,-160,-38,-217
97,2025-01-16,-437,-534,-111,-980
90,2025-03-04,898,423,680,88
51,2025-03-14,614,-447,261,239
22,2025-01-21,749,803,130,-979
15,2025-03-29,399,3,844,252
10,2025-01-13,-669,-678,98,-997
10,2025-03-13,646,-456,-666,784
89,2025-03-28,804,-572,106,-25
85,2025-02-18,-841,625,-766,836
60,2025-01-20,184,417,-692,-745
74,2025-03-24,-116,397,-287,-183
32,2025-01-19,-748,884,873,319
33,2025-03-08,908,851,-594,-543
41,2025-01-24,-512,879,622,-835
49,2025-02-26,799,-207,-206,474
82,2025-01-07,-29,-244,855,306
98,2025-02-25,-346,35,-431,-316
3,2025-02-04,-834,351,211,-752
84,2025-03-23,-424,423,322,109
16,2025-01-20,820,-76,784,-302
75,2025-03-26,-5,-895,-538,622
29,2025-01-06,268,883,-953,-232
7,2025-01-18,742,882,2,-883
34,2025-04-02,-670,-19,-788,914
49,2025-01-04,315,-761,-637,-535
45,2025-02-28,69,110,242,391
49,2025-02-27,876,-840,441,682
36,2025-02-19,-518,-520,-94,-105
91,2025-03-06,-636,-74,-258,-35
62,2025-04-02,512,-915,-875,-976
26,2025-01-26,347,-831,-38,-259
24,2025-03-02,887,-997,-858,-921
74,2025-02-28,-285,518,106,962
90,2025-04-02,702,-883,-881,-279
26,2025-03-10,523,870,-394,-166
65,2025-03-04,341,930,674,-187
26,2025-03-06,214,-114,47,-452
83,2025-03-27,-465,-755,808,116
45,2025-02-06,-207,42,-863,-573
34,2025-01-17,838,-644,-39,-857
43,2025-03-14,690,-451,780,392
56,2025-01-29,-206,280,441,754
92,2025-01-01,-653,271,-426,0
51,2025-03-31,-637,310,558,-814
74,2025-03-24,273,703,-371,-285
63,2025-03-08,-845,-731,-6,237
69,2025-02-27,239,752,-883,-530
32,2025-01-29,557,-712,77,124
6,2025-02-19,392,-165,412,-135
82,2025-03-19,-122,-75,103,-356
4,2025-03-02,762,-927,-394,-807
73,2025-02-11,823,100,-318,763
2,2025-03-06,976,603,-401,847
56,2025-03-15,791,352,-528,-105
66,2025-01-31,-264,-117,167,302
86,2025-02-09,-600,308,-325,-952
41,2025-02-06,-266,160,-425,-753
36,2025-03-24,-782,-780,-311,-955
76,2025-01-11,177,880,-689,806
97,2025-03-13,548,-453,384,444
37,2025-02-08,-918,531,-64,-396
99,2025-02-13,478,314,-726,-361
96,2025-03-29,699,-529,575,529
41,2025-03-25,-193,416,257,-888
10,2025-01-14,516,-446,-263,541
62,2025-03-05,235,-472,729,38
77,2025-03-12,5,-48,-820,-690
98,2025-02-18,-277,-83,108,178
67,2025-01-02,118,419,-622,83
50,2025-01-21,-18,991,209,-324
39,2025-01-11,-928,-760,795,-761
34,2025-03-01,-716,504,-552,-256
59,2025-02-27,-64,778,-220,179
98,2025-03-14,951,624,742,-160
94,2025-02-06,880,-427,-776,710
82,2025-01-05,-405,538,932,554
44,2025-02-16,682,302,-850,-316
76,2025-03-22,165,175,120,244
27,2025-02-14,666,704,259,-218
73,2025-03-20,605,-290,-291,636
98,2025-02-09,-237,-114,-948,-176
77,2025-01-15,670,61,118,-556
32,2025-03-20,712,476,-97,-559
73,2025-03-13,58,-2,422,-784
50,2025-03-16,-119,-477,-803,324
